Id,MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,GrLivArea,1stFlrSF,2ndFlrSF,GrLivArea.1,FullBath,HalfBath,GarageCars,SalePrice
367,20,9500,6,5,1963,1394,1394,0,1394,1,1,2,159000
368,80,9150,6,5,1962,1431,1431,0,1431,1,0,1,165000
369,20,7800,5,6,1954,1268,1268,0,1268,1,0,1,132000
370,20,9830,5,7,1959,1287,1287,0,1287,1,0,2,162000
371,60,8121,6,5,2000,1664,953,711,1664,2,1,2,172400
372,50,17120,4,4,1959,1588,1120,468,1588,2,0,2,134432
373,120,7175,6,5,1984,752,752,0,752,1,0,1,125000
374,20,10634,5,6,1953,1319,1319,0,1319,1,0,1,123000
375,60,8200,7,5,2003,1928,847,1081,1928,2,1,2,219500
376,30,10020,1,1,1922,904,904,0,904,0,1,0,61000
377,85,8846,5,5,1996,914,914,0,914,1,0,2,148000
378,60,11143,8,5,2004,2466,1580,886,2466,3,0,2,340000
379,20,11394,9,2,2010,1856,1856,0,1856,1,1,3,394432
380,60,8123,6,5,2000,1800,1007,793,1800,2,1,2,179000
381,50,5000,5,6,1924,1691,1026,665,1691,2,0,1,127000
382,20,7200,7,5,2006,1301,1301,0,1301,2,0,2,187750
383,60,9245,7,5,2006,1797,939,858,1797,2,1,2,213500
384,45,9000,6,3,1928,784,784,0,784,1,0,2,76000
385,60,53107,6,5,1992,1953,1079,874,1953,2,1,2,240000
386,120,3182,8,5,2004,1269,1269,0,1269,2,0,2,192000
387,50,8410,5,3,1910,1184,658,526,1184,1,0,0,81000
388,80,7200,6,6,1976,1125,1125,0,1125,1,0,1,125000
389,20,9382,7,5,1999,1479,1479,0,1479,2,0,2,191000
390,60,12474,10,5,2007,2332,1742,590,2332,2,1,3,426000
391,50,8405,5,8,1900,1367,961,406,1367,1,0,1,119000
392,60,12209,6,5,2001,1961,804,1157,1961,2,1,2,215000
393,20,8339,5,7,1959,882,882,0,882,1,0,1,106500
394,30,7446,4,5,1941,788,788,0,788,1,0,0,100000
395,50,10134,5,6,1940,1034,735,299,1034,1,0,1,109000
396,20,9571,5,6,1956,1144,1144,0,1144,1,0,1,129000
397,20,7200,5,5,1972,894,894,0,894,1,0,2,123000
398,60,7590,5,5,1962,1812,876,936,1812,2,0,1,169500
399,30,8967,5,2,1920,1077,1077,0,1077,1,0,1,67000
400,60,8125,7,5,2006,1550,1112,438,1550,2,0,2,241000
401,120,14963,8,5,1996,1288,1288,0,1288,1,1,2,245500
402,20,8767,7,5,2005,1310,1310,0,1310,2,0,2,164990
403,30,10200,5,8,1940,672,672,0,672,1,0,1,108000
404,60,12090,8,5,1998,2263,1165,1098,2263,2,1,2,258000
405,60,10364,6,5,1995,1572,806,766,1572,2,1,2,168000
406,20,9991,4,4,1976,1620,1620,0,1620,2,0,2,150000
407,50,10480,6,5,1936,1639,1166,0,1639,1,0,1,115000
408,70,15576,6,7,1915,1680,840,840,1680,2,0,1,177000
409,60,14154,7,5,2006,2172,1071,1101,2172,2,1,3,280000
410,60,10800,8,5,2007,2078,1050,1028,2078,2,1,3,339750
411,20,9571,5,3,1958,1276,1276,0,1276,1,0,1,60000
412,190,34650,5,5,1955,1056,1056,0,1056,1,0,2,145000
413,20,4403,7,5,2009,1478,1478,0,1478,2,1,2,222000
414,30,8960,5,6,1927,1028,1028,0,1028,1,0,2,115000
415,60,11228,7,5,1993,2097,1080,1017,2097,2,1,3,228000
416,20,8899,7,5,2007,1340,1340,0,1340,2,0,2,181134
417,60,7844,6,7,1978,1400,672,728,1400,1,1,2,149500
418,70,22420,6,6,1918,2624,1370,1254,2624,2,1,3,239000
419,50,8160,5,6,1940,1134,756,378,1134,1,1,1,126000
420,20,8450,5,6,1968,1056,1056,0,1056,1,0,1,142000
421,90,7060,7,5,1997,1344,1344,0,1344,2,0,4,206300
422,20,16635,6,7,1977,1602,1602,0,1602,2,0,2,215000
423,20,21750,5,5,1954,988,988,0,988,1,0,2,113000
424,60,9200,8,5,1998,2630,1470,1160,2630,2,1,3,315000
425,20,9000,6,5,1956,1196,1196,0,1196,1,0,1,139000
426,60,3378,7,8,1946,1389,707,682,1389,1,1,1,135000
427,80,12800,7,5,1989,1644,1644,0,1644,2,0,2,275000
428,20,8593,4,6,1957,907,907,0,907,1,0,1,109008
429,20,6762,7,5,2007,1208,1208,0,1208,2,0,2,195400
430,20,11457,6,5,1988,1412,1412,0,1412,2,0,2,175000
431,160,1680,6,5,1971,987,483,504,987,1,1,1,85400
432,50,5586,6,7,1920,1198,1088,110,1198,1,0,0,79900
433,160,1920,5,5,1971,1365,765,600,1365,1,1,2,122500
434,60,10839,6,5,1997,1604,926,678,1604,2,1,2,181000
435,180,1890,4,7,1972,630,630,0,630,1,0,0,81000
436,60,10667,7,6,1996,1661,827,834,1661,2,1,2,212000
437,50,4400,6,8,1920,1118,734,384,1118,1,0,2,116000
438,45,6000,6,7,1926,904,904,0,904,1,0,1,119000
439,30,4280,5,6,1913,694,694,0,694,1,0,1,90350
440,50,12354,6,8,1920,1196,684,512,1196,1,0,2,110000
441,20,15431,10,5,2008,2402,2402,0,2402,2,0,3,555000
442,90,12108,4,4,1955,1440,1440,0,1440,2,0,0,118000
443,50,6240,5,7,1930,1573,1128,445,1573,2,0,2,162900
444,120,3922,7,5,2006,1258,1258,0,1258,2,0,3,172500
445,60,8750,7,5,1994,1908,933,975,1908,2,1,2,210000
446,20,9855,6,5,1956,1689,1689,0,1689,1,0,2,127500
447,20,16492,6,6,1966,1888,1888,0,1888,2,1,2,190000
448,60,11214,7,5,1998,1886,956,930,1886,2,1,2,199900
449,50,8600,6,6,1937,1376,780,596,1376,2,0,1,119500
450,50,6000,3,7,1948,1183,679,504,1183,1,1,1,120000
451,30,5684,6,8,1930,813,813,0,813,1,0,1,110000
452,20,70761,7,5,1975,1533,1533,0,1533,2,0,2,280000
453,60,9303,6,5,1996,1756,888,868,1756,2,1,2,204000
454,60,9000,8,5,2008,1590,786,804,1590,2,1,2,210000
455,90,9297,5,5,1976,1728,1728,0,1728,2,0,2,188000
456,20,9600,7,6,1973,1242,1242,0,1242,1,1,2,175500
457,70,4571,5,5,1916,1344,624,720,1344,1,0,3,98000
458,20,53227,4,6,1954,1663,1663,0,1663,1,0,2,256000
459,70,5100,8,7,1925,1666,833,833,1666,1,0,1,161000
460,50,7015,5,4,1950,1203,979,224,1203,1,0,1,110000
461,60,8004,8,5,2009,1935,832,1103,1935,2,1,2,263435
462,70,7200,7,9,1936,1135,575,560,1135,1,0,2,155000
463,20,8281,5,5,1965,864,864,0,864,1,0,1,62383
464,70,11988,6,7,1934,1660,849,811,1660,1,1,1,188700
465,20,8430,5,5,1978,1040,1040,0,1040,2,0,0,124000
466,120,3072,7,5,2004,1414,1414,0,1414,2,0,2,178740
467,20,10628,7,5,1970,1277,1277,0,1277,1,0,2,167000
468,70,9480,5,7,1942,1644,888,756,1644,1,1,1,146500
469,20,11428,8,5,2006,1634,1634,0,1634,2,0,3,250000
470,60,9291,6,5,1993,1710,832,878,1710,2,1,2,187000
471,120,6820,8,5,1985,1502,1502,0,1502,1,1,2,212000
472,60,11952,7,6,1977,1969,1161,808,1969,2,1,2,190000
473,180,3675,6,5,2005,1072,1072,0,1072,1,0,2,148000
474,20,14977,8,5,2006,1976,1976,0,1976,2,0,3,440000
475,120,5330,8,5,2000,1652,1652,0,1652,2,0,2,251000
476,20,8480,5,6,1963,970,970,0,970,1,0,2,132500
477,20,13125,6,5,1997,1493,1493,0,1493,2,0,2,208900
478,60,13693,9,5,2006,2643,2069,574,2643,2,1,3,380000
479,20,10637,8,5,2007,1718,1718,0,1718,2,0,3,297000
480,30,5925,4,7,1937,1131,1131,0,1131,1,0,2,89471
481,20,16033,9,5,2004,1850,1850,0,1850,2,0,3,326000
482,20,11846,9,5,2003,1792,1792,0,1792,2,0,3,374000
483,70,2500,7,8,1915,1826,916,910,1826,1,1,1,155000
484,120,4500,6,5,1998,1216,1216,0,1216,2,0,2,164000
485,20,7758,5,7,1962,999,999,0,999,1,0,1,132500
486,20,9600,5,7,1950,1113,1113,0,1113,1,0,1,147000
487,20,10289,5,7,1965,1073,1073,0,1073,1,1,2,156000
488,20,12243,5,6,1971,1484,1484,0,1484,2,0,2,175000
489,190,10800,5,4,1900,2414,1766,648,2414,2,0,2,160000
490,180,1526,4,8,1970,630,630,0,630,1,0,1,86000
491,160,2665,5,6,1976,1304,616,688,1304,1,1,1,115000
492,50,9490,6,7,1941,1578,958,620,1578,1,0,1,133000
493,60,15578,6,5,2006,1456,728,728,1456,2,1,2,172785
494,20,7931,5,6,1960,1269,1269,0,1269,1,1,1,155000
495,30,5784,5,8,1938,886,886,0,886,1,0,1,91300
496,30,7879,4,5,1920,720,720,0,720,1,0,0,34900
497,20,12692,8,5,1992,3228,3228,0,3228,3,0,2,430000
498,50,9120,7,6,1925,1820,1133,687,1820,2,0,1,184000
499,20,7800,5,7,1967,899,899,0,899,1,0,1,130000
500,20,7535,5,7,1958,912,912,0,912,1,0,1,120000
501,160,1890,6,5,1973,1218,672,546,1218,1,1,1,113000
502,60,9803,7,5,2005,1768,866,902,1768,2,1,2,226700
503,20,9170,5,7,1965,1214,1214,0,1214,1,0,2,140000
504,20,15602,7,8,1959,1801,1801,0,1801,2,0,2,289000
505,160,2308,6,5,1974,1322,855,467,1322,2,1,2,147000
506,90,7596,5,5,1952,1960,960,1000,1960,2,0,2,124500
507,60,9554,8,5,1993,1911,1065,846,1911,2,1,2,215000
508,20,7862,6,5,2009,1218,1218,0,1218,2,0,2,208300
509,70,9600,7,9,1928,1378,689,689,1378,2,0,2,161000
510,20,9600,5,6,1959,1041,1041,0,1041,1,0,1,124500
511,20,14559,5,7,1951,1363,1363,0,1363,1,0,1,164900
512,120,6792,7,5,2005,1368,1368,0,1368,2,0,2,202665
513,20,9100,5,5,1958,864,864,0,864,1,0,2,129900
514,20,9187,6,5,1983,1080,1080,0,1080,1,1,2,134000
515,45,10594,5,5,1926,789,789,0,789,1,0,1,96500
516,20,12220,10,5,2009,2020,2020,0,2020,2,1,3,402861
517,80,10448,6,6,1972,2119,1378,741,2119,2,1,2,158000
518,60,10208,7,5,1996,2344,1277,1067,2344,2,1,3,265000
519,60,9531,6,5,1998,1796,882,914,1796,2,1,2,211000
520,70,10918,7,9,1926,2080,1276,804,2080,1,1,1,234000
521,190,10800,4,7,1900,1294,694,600,1294,2,0,0,106250
522,20,11988,6,6,1957,1244,1244,0,1244,1,1,1,150000
523,50,5000,6,7,1947,1664,1004,660,1664,2,0,2,159000
524,60,40094,10,5,2007,4676,3138,1538,4676,3,1,3,184750
525,60,11787,7,5,1996,2398,1383,1015,2398,2,1,3,315750
526,20,7500,7,5,2005,1266,1266,0,1266,2,0,2,176000
527,20,13300,5,7,1956,928,928,0,928,1,0,1,132000
528,60,14948,9,5,2008,2713,1476,1237,2713,2,1,3,446261
529,30,9098,4,7,1920,605,605,0,605,1,0,0,86000
530,20,32668,6,3,1957,2515,2515,0,2515,3,0,2,200624
531,80,10200,6,5,1988,1509,1509,0,1509,2,0,2,175000
532,70,6155,6,8,1920,1362,751,611,1362,2,0,2,128000
533,20,7200,5,7,1955,827,827,0,827,1,0,1,107500
534,20,5000,1,3,1946,334,334,0,334,1,0,0,39300
535,60,9056,8,5,2004,1414,707,707,1414,2,1,2,178000
536,190,7000,5,7,1910,1347,820,527,1347,1,0,0,107500
537,60,8924,7,5,1998,1724,880,844,1724,2,1,2,188000
538,20,12735,4,5,1972,864,864,0,864,1,0,2,111250
539,20,11553,5,5,1968,1159,1159,0,1159,1,1,1,158000
540,20,11423,8,5,2001,1601,1601,0,1601,2,0,2,272000
541,20,14601,9,5,2006,1838,1838,0,1838,2,0,3,315000
542,60,11000,8,5,2000,2285,997,1288,2285,2,1,3,248000
543,20,10140,7,5,1998,1680,1680,0,1680,2,0,2,213250
544,120,4058,7,5,1998,767,767,0,767,1,0,1,133000
545,60,17104,7,5,2006,1496,664,832,1496,2,1,2,179665
546,50,13837,7,5,1988,2183,1377,806,2183,2,1,3,229000
547,50,8737,6,7,1923,1635,915,720,1635,1,1,2,210000
548,85,7244,5,7,1970,768,768,0,768,1,0,2,129500
549,20,8235,5,7,1955,825,825,0,825,1,0,2,125000
550,60,9375,7,5,2003,2094,912,1182,2094,2,1,2,263000
551,120,4043,6,6,1977,1069,1069,0,1069,2,0,2,140000
552,20,6000,5,6,1957,928,928,0,928,1,0,1,112500
553,20,11146,8,5,2006,1717,1717,0,1717,2,0,3,255500
554,20,8777,4,5,1949,1126,1126,0,1126,2,0,2,108000
555,60,10625,7,5,2003,2046,1006,1040,2046,2,1,3,284000
556,45,6380,5,6,1922,1048,1048,0,1048,1,0,1,113000
557,20,14850,5,5,1957,1092,1092,0,1092,1,0,1,141000
558,50,11040,4,6,1920,1336,897,439,1336,1,1,1,108000
559,60,21872,7,5,1996,1446,729,717,1446,2,1,2,175000
560,120,3196,7,5,2003,1557,1557,0,1557,2,0,2,234000
561,20,11341,5,6,1957,1392,1392,0,1392,1,1,2,121500
562,20,10010,5,5,1974,1389,1389,0,1389,1,0,2,170000
563,30,13907,5,6,1940,996,996,0,996,1,0,0,108000
564,50,21780,6,7,1918,1674,1163,511,1674,2,0,2,185000
565,60,13346,7,5,1992,2295,1166,1129,2295,2,1,2,268000
566,70,6858,6,4,1915,1647,841,806,1647,1,1,1,128000
567,60,11198,9,5,2005,2504,1134,1370,2504,2,1,3,325000
568,20,10171,7,5,2004,1535,1535,0,1535,2,0,2,214000
569,50,12327,8,8,1983,2132,1496,636,2132,1,1,2,316600
570,90,7032,5,5,1979,943,943,0,943,1,0,2,135960
571,90,13101,5,5,1965,1728,1728,0,1728,2,0,2,142600
572,20,7332,6,6,1959,864,864,0,864,1,0,1,120000
573,60,13159,7,5,2009,1692,846,846,1692,2,1,2,224500
574,80,9967,7,5,2000,1430,774,656,1430,2,1,2,170000
575,80,10500,5,7,1971,1109,576,533,1109,1,0,1,139000
576,50,8480,5,5,1947,1216,832,384,1216,1,0,1,118500
577,50,6292,7,7,1928,1477,877,600,1477,2,0,1,145000
578,80,11777,5,6,1966,1320,1320,0,1320,1,0,2,164500
579,160,3604,7,5,2007,1392,703,689,1392,2,0,2,146000
580,50,12150,5,5,1954,1795,1050,745,1795,2,0,1,131500
581,20,14585,6,6,1960,1429,1429,0,1429,1,0,2,181900
582,20,12704,8,5,2008,2042,2042,0,2042,2,1,3,253293
583,90,11841,6,5,1990,816,816,0,816,1,0,0,118500
584,75,13500,10,9,1893,2775,1521,1254,2775,3,1,2,325000
585,50,6120,4,7,1935,1573,989,584,1573,1,0,1,133000
586,20,11443,8,5,2005,2028,2028,0,2028,2,0,3,369900
587,30,10267,6,7,1918,838,838,0,838,1,0,1,130000
588,85,8740,5,6,1982,860,860,0,860,1,0,2,137000
589,20,25095,5,8,1968,1473,1473,0,1473,1,0,1,143000
590,40,9100,5,6,1930,935,779,0,935,1,0,1,79500
591,60,8320,7,5,2004,1582,770,812,1582,2,1,2,185900
592,60,13478,10,5,2008,2296,1728,568,2296,2,1,3,451950
593,20,6600,5,8,1982,816,816,0,816,1,0,2,138000
594,120,4435,6,5,2003,848,848,0,848,1,0,2,140000
595,20,7990,5,6,1975,924,924,0,924,1,0,1,110000
596,20,11302,8,5,2005,1826,1826,0,1826,2,0,3,319000
597,70,3600,6,7,1910,1368,684,684,1368,1,0,1,114504
598,120,3922,7,5,2006,1402,1402,0,1402,0,2,3,194201
599,20,12984,5,6,1977,1647,1647,0,1647,2,0,2,217500
600,160,1950,6,6,1980,1556,716,840,1556,2,1,2,151000
601,60,10927,8,5,2005,1904,1058,846,1904,2,1,2,275000
602,50,9000,6,6,1937,1375,780,595,1375,1,1,1,141000
603,60,10041,8,5,1992,1915,927,988,1915,2,1,2,220000
604,160,3182,7,5,2004,1200,600,600,1200,2,1,2,151000
605,20,12803,7,5,2002,1494,1494,0,1494,2,0,2,221000
606,60,13600,7,6,1965,1986,1186,800,1986,2,1,2,205000
607,20,12464,5,5,1996,1040,1040,0,1040,1,0,2,152000
608,20,7800,5,8,1948,2008,1112,896,2008,3,0,1,225000
609,70,12168,8,6,1934,3194,1940,1254,3194,2,1,2,359100
610,20,7943,4,5,1961,1029,1029,0,1029,1,0,1,118500
611,60,11050,9,5,2000,2153,1476,677,2153,2,1,3,313000
612,80,10395,6,6,1978,1032,1032,0,1032,2,0,2,148000
613,60,11885,8,5,2001,1872,1299,573,1872,2,1,2,261500
614,20,8402,5,5,2007,1120,1120,0,1120,1,0,0,147000
615,180,1491,4,6,1972,630,630,0,630,1,0,0,75500
616,85,8800,6,7,1963,1054,1054,0,1054,1,0,2,137500
617,60,7861,6,5,2002,1509,807,702,1509,2,1,2,183200
618,45,7227,6,6,1954,832,832,0,832,1,0,2,105500
619,20,11694,9,5,2007,1828,1828,0,1828,2,0,3,314813
620,60,12244,8,5,2003,2262,1482,780,2262,2,1,3,305000
621,30,8248,3,3,1914,864,864,0,864,1,0,0,67000
622,60,10800,6,7,1974,2614,1548,1066,2614,2,1,2,240000
623,20,7064,5,6,1977,980,980,0,980,1,0,2,135000
624,160,2117,6,5,2000,1512,756,756,1512,2,1,2,168500
625,60,10400,6,5,1972,1790,1012,778,1790,1,2,2,165150
626,20,10000,6,6,1962,1116,1116,0,1116,1,1,2,160000
627,20,12342,5,5,1960,1422,1422,0,1422,1,0,1,139900
628,80,9600,6,6,1955,1520,1520,0,1520,1,0,1,153000
629,60,11606,5,5,1969,2080,1040,1040,2080,1,2,2,135000
630,80,9020,6,5,1964,1350,1350,0,1350,1,1,2,168500
631,70,9000,5,6,1880,1750,1089,661,1750,1,0,1,124000
632,120,4590,8,5,2006,1554,1554,0,1554,2,0,2,209500
633,20,11900,7,5,1977,1411,1411,0,1411,2,0,2,82500
634,20,9250,5,7,1954,1056,1056,0,1056,1,0,1,139400
635,90,6979,6,5,1980,1056,1056,0,1056,0,0,2,144000
636,190,10896,6,7,1914,3395,1440,1440,3395,2,0,0,200000
637,30,6120,2,3,1936,800,800,0,800,1,0,0,60000
638,190,6000,5,4,1954,1387,811,576,1387,2,0,1,93000
639,30,8777,5,7,1910,796,796,0,796,1,0,0,85000
640,120,3982,8,5,2006,1567,1567,0,1567,2,0,3,264561
641,120,12677,8,5,2003,1518,1518,0,1518,1,1,2,274000
642,60,7050,7,5,2001,1929,1057,872,1929,2,1,2,226000
643,80,13860,8,7,1972,2704,2000,704,2704,2,1,2,345000
644,60,10793,5,5,1969,1620,780,840,1620,2,1,2,152000
645,20,9187,9,5,2009,1766,1766,0,1766,2,1,3,370878
646,20,10530,6,5,1971,981,981,0,981,1,1,2,143250
647,20,7200,5,5,1950,1048,1048,0,1048,1,0,2,98300
648,20,10452,6,5,1953,1094,1094,0,1094,1,0,2,155000
649,60,7700,6,5,1966,1839,1051,788,1839,1,1,2,155000
650,180,1936,4,6,1970,630,630,0,630,1,0,0,84500
651,60,8125,7,6,2007,1665,822,843,1665,2,1,2,205950
652,70,9084,4,5,1940,1510,755,755,1510,1,0,1,108000
653,60,8750,7,5,1996,1716,909,807,1716,2,1,2,191000
654,50,10320,6,7,1906,1469,756,713,1469,1,0,1,135000
655,20,10437,8,6,1995,2113,2113,0,2113,2,1,3,350000
656,160,1680,6,5,1971,1092,525,567,1092,1,1,1,88000
657,20,10007,5,7,1959,1053,1053,0,1053,1,1,1,145500
658,70,7200,7,6,1931,1502,851,651,1502,1,1,1,149000
659,50,17503,6,5,1948,1458,912,546,1458,1,0,1,97500
660,20,9937,5,7,1964,1486,1486,0,1486,1,0,2,167000
661,60,12384,7,7,1976,1935,1142,793,1935,2,1,2,197900
662,60,46589,8,7,1994,2448,1686,762,2448,2,1,3,402000
663,20,13560,6,3,1968,1392,1392,0,1392,1,0,2,110000
664,85,10012,4,5,1972,1181,1181,0,1181,2,0,2,137500
665,20,20896,8,5,2005,2097,2097,0,2097,1,1,3,423000
666,60,11194,8,5,2000,1936,1454,482,1936,2,1,2,230500
667,60,18450,6,5,1965,2380,1465,915,2380,2,1,2,129000
668,20,8125,6,5,1994,1679,1679,0,1679,2,0,2,193500
669,20,14175,5,6,1956,1437,1437,0,1437,1,1,2,168000
670,30,11600,4,5,1922,1180,1180,0,1180,1,0,1,137500
671,60,8633,6,5,2005,1476,738,738,1476,2,1,2,173500
672,70,6629,6,6,1925,1369,697,672,1369,2,0,1,103600
673,20,11250,6,6,1977,1208,1208,0,1208,1,1,2,165000
674,20,14442,6,7,1957,1839,1839,0,1839,2,0,2,257500
675,20,9200,6,6,1965,1136,1136,0,1136,1,0,1,140000
676,160,2289,6,6,1978,1441,855,586,1441,2,1,2,148500
677,70,9600,4,2,1900,1774,1095,679,1774,2,0,3,87000
678,30,9022,5,8,1924,792,792,0,792,1,0,1,109500
679,20,11844,8,5,2008,2046,2046,0,2046,2,1,3,372500
680,20,9945,5,5,1961,988,988,0,988,1,0,2,128500
681,120,8012,6,5,1980,923,923,0,923,2,0,1,143000
682,50,4500,5,5,1932,1520,848,672,1520,1,0,1,159434
683,120,2887,6,5,1996,1291,1291,0,1291,1,0,2,173000
684,20,11248,9,5,2002,1668,1668,0,1668,2,0,3,285000
685,60,16770,7,5,1998,1839,1195,644,1839,2,1,2,221000
686,160,5062,7,5,1984,2090,1190,900,2090,2,0,2,207500
687,60,10207,7,6,2007,1761,874,887,1761,3,0,2,227875
688,160,5105,7,5,2004,1102,551,551,1102,2,1,2,148800
689,20,8089,8,6,2007,1419,1419,0,1419,2,0,2,392000
690,120,7577,6,5,2005,1362,1362,0,1362,2,0,2,194700
691,120,4426,6,5,2004,848,848,0,848,1,0,2,141000
692,60,21535,10,6,1994,4316,2444,1872,4316,3,1,3,755000
693,60,26178,7,5,1989,2519,1238,1281,2519,2,1,2,335000
694,30,5400,5,6,1921,1073,1073,0,1073,1,0,1,108480
695,50,6120,5,6,1936,1539,1067,472,1539,1,1,2,141500
696,20,13811,6,6,1987,1137,1137,0,1137,2,0,2,176000
697,30,6000,5,7,1921,616,616,0,616,1,0,1,89000
698,20,6420,5,7,1952,1148,1148,0,1148,1,0,1,123500
699,20,8450,5,8,1965,894,894,0,894,1,0,1,138500
700,120,4282,7,5,2004,1391,1391,0,1391,2,0,2,196000
701,20,14331,8,5,2002,1800,1800,0,1800,2,0,3,312500
702,20,9600,7,5,1969,1164,1164,0,1164,1,1,2,140000
703,60,12438,8,5,2006,2576,1264,1312,2576,2,1,3,361919
704,190,7630,5,9,1900,1812,1032,780,1812,2,0,2,140000
705,20,8400,7,5,2004,1484,1484,0,1484,2,0,2,213000
706,190,5600,4,5,1930,1092,372,720,1092,2,0,0,55000
707,20,115149,7,5,1971,1824,1824,0,1824,2,0,2,302000
708,120,6240,8,5,2006,1324,1324,0,1324,2,0,2,254000
709,60,9018,7,5,2007,1456,728,728,1456,2,1,2,179540
710,20,7162,5,7,1966,904,904,0,904,1,0,1,109900
711,30,4130,3,6,1935,729,729,0,729,1,0,0,52000
712,50,8712,4,7,1900,1178,859,319,1178,1,0,1,102776
713,120,4671,8,5,1988,1228,1228,0,1228,2,0,2,189000
714,190,9873,4,5,1970,960,960,0,960,1,0,2,129000
715,60,13517,6,8,1976,1479,725,754,1479,2,1,2,130500
716,20,10140,6,5,1974,1350,1350,0,1350,2,0,2,165000
717,70,10800,7,8,1890,2554,1576,978,2554,1,1,2,159500
718,20,10000,5,6,1973,1178,1178,0,1178,1,1,2,157000
719,60,10542,7,5,1993,2418,1325,1093,2418,2,1,3,341000
720,20,9920,5,6,1969,971,971,0,971,1,1,1,128500
721,120,6563,8,5,1985,1742,1742,0,1742,2,0,2,275000
722,120,4426,6,5,2004,848,848,0,848,1,0,2,143000
723,20,8120,4,7,1970,864,864,0,864,1,0,2,124500
724,50,8172,4,6,1954,1470,997,473,1470,2,0,1,135000
725,20,13286,9,5,2007,1698,1698,0,1698,2,0,3,320000
726,20,6960,4,6,1970,864,864,0,864,1,0,2,120500
727,20,21695,6,9,1988,1680,1680,0,1680,2,0,2,222000
728,20,7314,7,5,2007,1232,1232,0,1232,2,0,2,194500
729,90,11475,5,5,1958,1776,1776,0,1776,2,0,3,110000
730,30,6240,4,5,1925,1208,848,0,1208,1,0,2,103000
731,120,5389,8,5,1995,1616,1616,0,1616,2,0,2,236500
732,80,9590,7,5,2003,1146,1146,0,1146,2,0,2,187500
733,60,11404,7,5,1998,2031,1153,878,2031,2,1,2,222500
